iso,glottocode,name,family,family_code,classification,macroarea,countries,dialects,names,med,aes,refs,likely_script
tba,aika1237,Aikanã,isolate,,,South America,BR,Masaká,Aikana|Aikana language|Aikaná|Corumbiara|Huari|Huarí|Kasupá|Kolumbiara|Masaká|Massaká|Mundé|Tubaro,grammar sketch,threatened,33,Latin
tbb,tape1236,Tapeba,Bookkeeping,book1242,Bookkeeping,South America,BR,,Tabeba,Wordlist or less,extinct,9,
tbc,taki1248,Takia,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Bel-Roinji-Nenaya > Bel > Western Bel,Papunesia,PG,Megiar|Serang,,grammar,not endangered,72,Latin
tbd,kaki1249,Kaki Ae,isolate,,,Papunesia,PG,,Kaki ae|Lorabada|Lou|Raepa Tati|Raepa-Tati|Takia language|Tate|Tate (Raepa-Tati)|Tati,grammar sketch,shifting,22,Latin
tbe,tani1255,Tanimbili,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Temotu > Utupua-Vanikoro > Utupua,Papunesia,SB,,Nyisunggu,phonology/text,moribund,5,Latin
tbf,mand1440,Mandara,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > Tabar linkage,Papunesia,PG,Big Tabar|Simberi|Tatau,Madara|Neu-Mecklenburg|Tabar|Wandala,grammar sketch,not endangered,18,Latin
tbg,nort2920,North Tairora,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Kainantu-Goroka > Kainantu > Tairora,Papunesia,PG,Aantantara|Arau-Varosia|Arokaara|Saiqora,"Northern Tairora|Tairora|Tairora, North",grammar,not endangered,80,Latin
tbh,thur1254,Thurawal,Pama-Nyungan,pama1250,Pama-Nyungan > Southeastern Pama-Nyungan > New South Wales Pama-Nyungan > Yuin-Kuri > Yuin > Northern Costal Yuin,Australia,AU,Wadiwadi,2013)|Bahasa Tharawal|Bidjigal|Carawal|Darawa:l|Darawal|Dariwal|Dharawa|Dharawaal|Dharawal|Dharrawal (Besold|Five Islands tribe,grammar sketch,extinct,48,Latin
tbi,gaam1241,Gaam,Eastern Jebel,east2386,Eastern Jebel,Africa,SD,Buwag|Buwag-Jog Tao|Jog Goor|Jog Tao|Kulag|Kulag-Jog Goor,"Gaam, Tabi|Ingassana|Ingessana|Kamanidi|Mamedja|Mamidza|Metabi|Muntabi|Tabi|Tabi (Ingessana)",long grammar,not endangered,70,Latin
tbj,tian1237,Tiang,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > Tungak-Nalik,Papunesia,PG,,Djaul|Neu-Mecklenburg,long grammar,not endangered,10,Latin
tbk,cala1258,Calamian Tagbanwa,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Palawanic-Kalamian > Kalamian,Papunesia,PH,Baras (Philipinnes),"Calamiano|Kalamian|Kalamianon|Karamiananen|Tagbanwa, Calamian",phonology/text,not endangered,36,Tagbanwa
tbl,tbol1240,Tboli,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Bilic > Tboli-Blaan,Papunesia,PH,Central Tboli|Southern Tboli|Western Tboli,"""Tagabili""|T'boli|Tagabili|Tiboli",long grammar,not endangered,58,Latin
tbm,tagb1255,Tagbu,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ubangi Ka > Sereic > Sere-Indri > Ndogoic > Tagbu-Sere,Africa,SS,,Tagba|Tagbo,grammar sketch,extinct,3,Latin
tbn,barr1251,Barro Negro Tunebo,Chibchan,chib1249,Chibchan > Core Chibchan > Magdalenic > Southern Magdalenic > Tunebo,South America,CO,,"Barro Negro|Cobaría|Eastern Tunebo|Pedraza|Sínsiga|Tame|Tegría|Tunebo|Tunebo, Barro Negro|U'w Cuwa|U'w Kuwa|U'wa",grammar sketch,shifting,58,Latin
tbo,tawa1275,Tawala,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Papuan Tip linkage > Nuclear Papuan Tip linkage > North Papuan Mainland-D'Entrecasteaux linkage > Are-Taupota linkage > Taupota linkage > Nuclear Taupota linkage,Papunesia,PG,Awayama|Bohilai|Diwinai|Huhuna|Kehelala|Labe|Lelehudi|Sideya|Yaleba,Kehelala|Tavara|Tawara,long grammar,not endangered,75,Latin
